AIRLINE,IATA_CODE,COUNTRY,ACTIVE
ATS Private Company,,Ukraine,N
Air Corridor,QC,Mozambique,N
Air Central,NV,Japan,N
Air Cruzal,,Angola,N
Aerotransportes Corporativos,,Mexico,N
Air Creebec,,Canada,N
Aero Charter and Transport,,United States,N
Air Tenglong,,China,N
Aerlineas Centauro,,Mexico,N
Aerocuahonte,,Mexico,N
Air Chathams,CV,New Zealand,Y
Air Marshall Islands,CW,Marshall Islands,Y
Australian Customs Service,,Australia,N
Air One Cityliner,,Italy,N
Air Transport,,United States,N
Access Air,ZA,United States,Y
Aerocheyenne,,Mexico,N
Air Algerie,AH,Algeria,Y
Aerovias DAP,,Chile,N
Air Alpha,,United States,N
Air Niagara Express,,Canada,N
Aviation Defense Service,,France,N
Air Service Groningen,,Netherlands,N
Adam Air,KI,Indonesia,Y
Astar Air Cargo,ER,United States,N
Archer Aviation,,United Kingdom,N
Aeromedica,,Mexico,N
Aerodin,,Mexico,N
Antinea Airlines,HO,Algeria,N
Air Djibouti,,Djibouti,N
Air Dolomiti,EN,Italy,Y
Aero Modelo,,Mexico,N
Aerolineas Del Sur,,Chile,N
Aerodinamica de Monterrey,,Mexico,N
Aeroservicios Dinamicos,,Mexico,N
Aerotaxis Dosmil,,Mexico,N
Aerodespachos De El Salvador,,El Salvador,N
Aeroynamics Malaga,,Spain,N
Aerodynamics Incorporated,,United States,N
Aeroflot-Don,D9,Russia,Y
Air Madrid,NM,Spain,Y
Airways Flight Training,,United Kingdom,N
Aeronaves Del Noreste,,Mexico,N
Addis Air Cargo Services,,Ethiopia,N
Aero Algarve,,Portugal,N
Aex Air,,United States,N
Aero Davinci International,,Mexico,N
Aero Dynamics,,United States,N
Aeroservicios Ecuatorianos,,Ecuador,N
Aero-Pyrenees,,France,N
Air Transport,,Slovakia,N
Aero Airlines,EE,Estonia,N
Aero Ejecutivo De Baja California,,Mexico,N
Air City,4F,Germany,N
Aero Ejecutivos RCG,,Mexico,N
Aeronautica Castellana,,Spain,N
Aerolineas Comerciales,,Mexico,N
Aerolineas Nacionales Del Ecuador,,Ecuador,N
Air Este,,Spain,N
Air Mana,,France,N
Aer Lingus,EI,Ireland,Y
Aeroservicios Ejecutivos Corporativos,,Mexico,N
Alpi Eagles,E8,Italy,N
Arrendoora y Transportadora Aerea,,Mexico,N
Eliossola,,Italy,N
Shenzhen Donghai Airlines,,China,N
Aeronaves Del Noroeste,,Spain,N
Airailes,,France,N
Aero Ermes,,Mexico,N
Aero Transportes Empresariales,,Mexico,N
Epps Air Service,,United States,N
Aero Empresarial,,Mexico,N
Air S,KY,Air S,N
Avianergo,,Russia,N
Aero Servicios Regiomontanos,,Mexico,N
Aerosec,,Chile,N
Aeromaan,,Mexico,N
Aerosaba,,Mexico,N
Avitat,,United Kingdom,N
Aerolineas Ejecutivas Del Sureste,,Mexico,N
Aeronautica Le Esperanza,,Mexico,N
ATTICO,,Sudan,N
Aero Siete,,Mexico,N
Air Atlanta Europe,,United Kingdom,N
Air Evex,,Germany,N
Aeronautical Academy of Europe,,Portugal,N
Air Exchange,,United States,N
Atlantic Helicopters,,Denmark,N
Argentine Air Force,,Argentina,N
Air Fiji,PC,Fiji,N
AF-Air International,,Angola,N
Aviation Data Systems,,United States,N
Air Carriers,,United States,N
Aerofrisco,,Mexico,N
Alfa 4,,Mexico,N
African Airlines,,Mali,N
African Medical and Research Foundation,,Kenya,N
Aero Freight,,Mexico,N
Aerosafin,,Mexico,N
Air Finland,OF,Finland,Y
Aerodata Flight Inspection,,Germany,N
Airfix Aviation,,Finland,Y
Air Pacific,FJ,Fiji,Y
Air Falcon,,Pakistan,N
Atlantic Airways,RC,Faroe Islands,Y
Air Florida,QH,United States,Y
Air Fret De Mauritanie,,Mauritania,N
Avio Nord,,Italy,N
Aeroflota Del Noroeste,,Spain,N
Aero Fenix,,France,N
Ford Motor Company,,United States,N
African Company Airlines,,Democratic Republic of the Congo,N
Afrijet Airlines,,Nigeria,N
Afrika Aviation Handlers,,Kenya,N
Afrique Chart'air,,Cameroon,N
Aerofreight Airlines,,Russia,N
Aereos Limited,,United Kingdom,N
Air Affaires Tchad,,Chad,N
ABC Bedarsflug,,Austria,N
Air Iceland,NY,Iceland,Y
Air Philippines,2P,Philippines,Y
Aerogaucho,,Uruguay,N
Aero Business Charter,,Germany,N
Atlantic Airlines,,Gabon,N
Aeronor,,Spain,N
Aerogem Cargo,,Ghana,N
Aerovias del Golfo,,Mexico,N
Aeronautica,,Angola,N
Air Georgian,ZX,Canada,N
Aviance,,United Kingdom,N
Air Ghana,,Ghana,N
African International Transport,,Guinea,N
Air Guinee Express,2U,Guinea,Y
Africa Airlines,,Guinea,N
Air Gemini,,Angola,N
Aero Charter,,United States,N
Aguilas Mayas Internacional,,Guatemala,N
Aerotaxis Guamuchil,,Mexico,N
Aeroservicios Gama,,Mexico,N
Amber Air,0A,Lithuania,N
Alberta Government,,Canada,N
Air Scotland,,Greece,N
Air Georgia,DA,Georgia,N
Air Cargo Center,,Sao Tome and Principe,N
Air Greenland,GL,Denmark,Y
Allegro,LL,Mexico,N
Agroar - Trabalhos Aereos,,Portugal,N
Aircompany Grodno,,Belarus,N
Airlift Alaska,,United States,N
Agrocentr-Avia,,Kazakhstan,N
Altin Havayolu Tasimaciligi Turizm Ve Ticaret,,Turkey,N
Atlas Air,5Y,United States,Y
Aerotaxi Grupo Tampico,,Mexico,N
Aerotaxis de Aguascalientes,,Mexico,N
Air Guyane,GG,French Guiana,Y
Air Victoria Georgia,,Georgia,N
Air D'Ayiti,H9,Haiti,N
Air Comores International,GG,Comoros,N
Air Taxi,,France,N
Aerohein,,Chile,N
Atlantic Air Lift,,France,N
Atlantic Airlines de Honduras,,Honduras,N
Aviacion Ejecutiva De Hildago,,Mexico,N
Air Haiti,,Haiti,N
Al Rais Cargo,,United Arab Emirates,N
Air-Invest,,Hungary,N
Air Tahoma,,United States,N
Air Nova,,Canada,N
Aero Homex,,Mexico,N
Almiron Aviation,,Uganda,N
Avinor,,Norway,N
Airlink Airways,,Ireland,N
Air Horizon,8C,Togo,N
AC Insat-Aero,,Russia,N
Air Inter Cameroun,,Cameroon,N
Air Lift,,Greece,N
Aero Survey,,Ghana,N
Aero Airline,,Kazakhstan,N
Airtime Charters,,United Kingdom,N
Aerotaxis Cimarron,,Mexico,N
Aero International,,Mexico,N
Aeroingenieria,,Chile,N
Aeroservicios Intergrados de Norte,,Mexico,N
Airpull Aviation,,Spain,N
Arvand Airlines,,Iran,N
Atlas Aviation Group,,Iran,N
Aram Airline,,Iran,N
Aria Tour,,Iran,N
Aerotaxi,,Czech Republic,N
Avita-Servicos Aereos,,Angola,N
Aero Citro,,Mexico,N
Air Executive,,Spain,N
Aviainvest,,Russia,N
Air Bagan,W9,Myanmar,Y
Aerojal,,Mexico,N
Airlink,,Austria,N
Ambjek Air Services,,Nigeria,N
Avfinity,,United States,N
Alexandair,,Canada,N
Air Jamaica Express,,Jamaica,N
Air Swift Aviation,,Australia,N
Aerojobeni,,Mexico,N
Atyrau Air Ways,IP,Kazakhstan,N
Aerosmith Aviation,,United States,N
Arrendamiento de Aviones Jets,,Mexico,N
Aero Juarez,,Mexico,N
Air Canada Jazz,QK,Canada,Y
Asia Aero Survey and Consulting Engineers,,Republic of Korea,N
Air Kirovograd,,Ukraine,N
Air Mach,,Italy,N
Air Kufra,,Libya,N
Arkhabay,,Kazakhstan,N
Aero Charter Krifka,,Austria,N
Air Kraft Mir,,Uzbekistan,N
Air Concorde,,Bulgaria,N
Alexandria Airlines,,Egypt,N
Afit,,Germany,N
Air South,,United States,N
Atlasjet,KK,Turkey,Y
Air Mali International,,Mali,N
Aerokaluz,,Mexico,N
Air Koryo,JS,Democratic People's Republic of Korea,Y
Araiavia,,Kazakhstan,N
AeroSucre,,Colombia,N
Air Kokshetau,,Kazakhstan,N
Air Kissari,,Angola,N
Aeronavigaciya,,Ukraine,N
Alliance Avia,,Kazakhstan,N
Av Atlantic,,United States,N
Air Astana,KC,Kazakhstan,Y
Aerovias De Lagos,,Mexico,N
Albanian Airlines,LV,Albania,Y
Albisa,,Mexico,N
Albatros Airways,,Albania,N
Aerolineas Aereas Ejecutivas De Durango,,Mexico,N
Aerologic,,Russia,N
Al-Donas Airlines,,Nigeria,N
Aero Lider,,Mexico,N
Aleem,,Egypt,N
Aerolineas Ejecutivas,,Mexico,N
Air Alfa,,Turkey,Y
Aero Control Air,,Canada,N
Aerolaguna,,Mexico,N
Al Ahram Aviation,,Egypt,N
Alidaunia,D4,Italy,N
Al-Dawood Air,,Nigeria,N
American Aviation,,United States,N
Airlink Solutions,,Spain,N
Air Solutions,,United States,N
Alliance Air,CD,India,N
Aerolima,,Mexico,N
Alamia Air,,Libya,N
Air Plus Argentina,,Argentina,N
Almaty Aviation,,Kazakhstan,N
Aerolineas Mexicanas J S,,Mexico,N
Air Almaty,,Kazakhstan,N
Air Almaty ZK,,Kazakhstan,N
Aerolane,XL,Ecuador,Y
Airlink,,South Africa,N
Aerolineas Internacionales,,Mexico,N
Alok Air,,Sudan,N
Air Saint Louis,,Senegal,N
Alpine Aviation,,South Africa,N
Air Alps Aviation,A6,Austria,N
Alrosa-Avia,,Russia,N
Al Rida Airways,,Mauritania,N
Aurela,,Lithuania,N
Aerobusinessservice,,Russia,N
Alsair,,France,N
Aerotaxis Latinoamericanos,,Mexico,N
Alninati Aeronautics,,Switzerland,N
Atlantis European Airways,TD,Armenia,Y
Aliven,,Italy,N
Aviavilsa,,Lithuania,N
Air Luxor GB,L8,Guinea-Bissau,N
Air Luxor,LK,Portugal,Y
Apatas Air,,Lithuania,N
Air Ban,,Bulgaria,N
Air Lazur,,Bulgaria,N
Aerodromo De La Mancha,,Spain,N
Air Mauritius,MK,Mauritius,Y
Avag Air,,Austria,N
Air Manas,,Kyrgyzstan,N
Airjet Exploracao Aerea De Carga,,Angola,N
Aeriantur-M,,Moldova,N
Air Mercia,,United Kingdom,N
Air Medical,,United Kingdom,N
Aerolineas Marcos,,Mexico,N
Atlantic Aero and Mid-Atlantic Freight,,United States,N
Air Madagascar,MD,Madagascar,Y
Aerosud Charter,,South Africa,N
Air Meridan,,Nigeria,N
Aero McFly,,Mexico,N
Asia Pacific Airlines,,United States,N
Aeromagar,,Mexico,N
Aero Premier De Mexico,,Mexico,N
Air Moldova,9U,Moldova,Y
Amal Airlines,,Djibouti,N
Air Mali,,Mali,N
Air Madeleine,,Canada,N
Aermarche,,Italy,N
Air Alsie,,Denmark,N
Aviation Company Meridian,,Russia,N
AMP Incorporated,,United States,N
Airmax,,Peru,N
Aerolineas Amanecer,,Mexico,N
Aero Mongolia,M0,Mongolia,N
Air Monarch Cargo,,Mexico,N
Aeropublicitaria De Angola,,Angola,N
Aerolineas De Morelia,,Mexico,N
Air Plus Comet,A7,Spain,Y
Aeromexpress,QO,Mexico,N
Air ITM,,France,N
Aeromorelos,,Mexico,N
Aerocharter,,Canada,N
Abas,,Czech Republic,N
Air Mauritanie,MR,Mauritania,N
Air Cairo,,Egypt,N
Air Sport,,Bulgaria,N
Aeromas,,Uruguay,N
Aerol,,Mexico,N
Aero-Kamov,,Russia,N
Aerotaxis Metropolitanos,,Mexico,N
Aeromet Linea Aerea,,Chile,N
Air Metack,,Angola,N
Air Montegomery,,United Kingdom,N
Aerotaxi Mexicano,,Mexico,N
Aero Yaqui Mayo,,Mexico,N
AVC Airlines,,Japan,N
Aerovias Montes Azules,,Mexico,N
Aeroland Airways,3S,Greece,N
Astair,8D,Russian Federation,Y
Albarka Air,F4,Nigeria,N
ACA-Ancargo Air Sociedade de Transporte de Carga Lda,,Angola,N
Aero Servicios de Nuevo Laredo,,Mexico,N
Angoavia,,Angola,N
Aeroni,,Mexico,N
Aeroejecutiva Nieto,,Mexico,N
Aero Contractors,AJ,Nigeria,Y
Aerokuzbass,,Russia,N
Atlantic Airlines,,United Kingdom,N
Atlantic Richfield Company,,United States,N
Aerolineas Sosa,,Honduras,N
Aero Norte,,Mexico,N
Air Inter Ivoire,,Ivory Coast,N
Aeroservicios De Nuevo Leon,,Mexico,N
Avial NV Aviation Company,,Russia,N
Airwing,,Norway,N
Air Next,,Japan,N
Arkhangelsk 2 Aviation Division,,Russia,N
Aerogisa,,Mexico,N
Aerolineas Olve,,Mexico,N
Aeromega,,United Kingdom,N
Air One Nine,,Libya,N
Air Ontario,,Canada,N
Aerocorp,,Mexico,N
Action Air,,Italy,N
Aerosan,,Mexico,N
Aviapartner Limited Company,,Russia,N
Aliparma,,Italy,N
Air Parabet,,Bangladesh,N
Air Burundi,8Y,Burundi,N
Aeropostal Cargo de Mexico,,Mexico,N
Air Pack Express,,Spain,N
Air Palace,,Mexico,N
Aeropelican Air Services,OT,Australia,Y
Aerolineas Chihuahua,,Mexico,N
Air Cargo Express International,,United States,N
Al Farana Airline,,Egypt,N
Ave.com,,United Arab Emirates,N
Air South West,,United Kingdom,N
Aeroservicios California Pacifico,,Mexico,N
AST Pakistan Airways,,Pakistan,N
Aero Personal,,Mexico,N
Aero Servicios Platinum,,Mexico,N
Apoyo Aereo,,Mexico,N
Aerotransportes Privados,,Mexico,N
Atlantic Coast Jet,,United States,N
Air Paradise International,AD,Indonesia,N
Aeroservicio Sipse,,Mexico,N
Aeroservicios Corporativos De San Luis,,Mexico,N
Aerotransportes Privados,,Mexico,N
Aereo Taxi Paraza,,Mexico,N
Air Class Lineas Aereas,QD,Uruguay,N
Aviation Consultancy Office,,Australia,N
Aero Taxi,,Canada,N
Aero Taxi Aviation,,United States,N
Aviation Quebec Labrador,,Canada,N
African Safari Airways,QS,Kenya,N
Aero Quimmco,,Mexico,N
Alada,,Angola,N
Aerotur-Air,,Kazakhstan,N
Air Center Helicopters,,United States,N
Aur Rum Benin,,Benin,N
Aeroserivios Del Bajio,,Mexico,N
Airbus France,4Y,France,N
Air Roberval,,Canada,N
Arubaexel,,Aruba,N
Air Charters Eelde,,Netherlands,N
Aerocer,,Mexico,N
Aeroflot-Cargo,,Russia,N
Air Mobility Command,MC,United States,N
Air Cassai,,Angola,N
Aero Renta De Coahuila,,Mexico,N
Aerocorp,,Mexico,N
Aerolineas Regionales,,Mexico,N
Atlantic S.L.,,Spain,N
Air Service Center,,Italy,N
Adygeya Airlines,,Russia,N
Air Ada,,Mauritania,N
Aer Arann,RE,Ireland,Y
Aero-Rent,,Mexico,N
Australian Maritime Safety Authority,,Australia,N
Air Austral,UU,France,Y
Aero-Rey,,Mexico,N
Aero Africa,,Swaziland,N
Aerotransportes Rafilher,,Mexico,N
Argo,,Dominican Republic,N
Airbourne School of Flying,,United Kingdom,N
Air Archipels,,France,N
Aviation Ministry of the Interior of the Russian Federation,,Russian Federation,N
Aeris Gestion,,Spain,N
Asian Spirit,6K,Philippines,Y
Aeroservicios Jet,,Mexico,N
Air Afrique,RK,Ivory Coast,Y
Airlinair,A5,France,Y
Air Nelson,,New Zealand,N
Air Leone,,Sierra Leone,N
Aero Lanka,QL,Sri Lanka,Y
Air Alize,,France,N
Air Amder,,Mauritania,N
Armenian Airlines,,Armenia,N
Armenian International Airways,MV,Armenia,N
Arm-Aero,,Armenia,N
Air Max,,Bulgaria,N
Air Salone,20,Sierra Leone,Y
Aeronem Air Cargo,,Ecuador,N
Air Cargo Masters,,United States,N
Armavia,U8,Armenia,Y
Aeroeste,,Bolivia,N
Aero Gen,,Mexico,N
Avior Airlines,,Venezuela,N
Aeroel Airways,,Israel,N
Aeromar,BQ,Dominican Republic,N
Aeroitalia,,Italy,N
Aerodan,,Mexico,N
AeroRep,P5,Colombia,Y
Aerolineas Del Pacifico,,Ecuador,N
Aero Roca,,Mexico,N
Aerotransportes Internacionales De Torreon,,Mexico,N
Acvila Air-Romanian Carrier,,Romania,N
Aerolineas Ejecutivas Tarascas,,Mexico,N
Aero-Service,BF,Republic of the Congo,Y
Aerosur,5L,Bolivia,Y
Aeronorte,,Portugal,Y
Artis,,France,N
Arhabaev Tourism Airlines,,Kazakhstan,N
Air Turquoise,,France,N
Aerotucan,,Mexico,N
Air Anastasia,,Ukraine,N
Air Rum,,Sierra Leone,N
ACT Havayollari,,Turkey,N
Air VIP,,Portugal,N
Aircompany Veteran,,Armenia,N
Alliance Express Rwanda,,Rwanda,N
Arrow Ecuador Arrowec,,Ecuador,N
Aerogroup 98 Limited,,United Kingdom,N
Aeroxtra,,Mexico,N
Express Air Charter,,Canada,N
Air Whitsunday,,Australia,N
Aero Zambia,,Zambia,N
Aero Zano,,Mexico,N
Anoka Air Charter,,United States,N
Aerosaab,,Mexico,N
Associated Aviation,,Nigeria,N
American Jet International,,United States,N
Air Santo Domingo,EX,Dominican Republic,N
Aero Sudpacifico,,Mexico,N
Aero Servicios Ejecutivas Del Pacifico,,Mexico,N
Aero California,JR,Mexico,N
A-Safar Air Services,,Nigeria,N
Aerosegovia,,Nicaragua,N
Airshare Holdings,,United Kingdom,N
Aerosiyusa,,Mexico,N
Aero Silza,,Mexico,N
Air San Juan,,United States,N
Aero-North Aviation Services,,Canada,N
Aero Sami,,Mexico,N
Avient Aviation,Z3,Zimbabwe,Y
Aerolineas Sol,,Mexico,N
Air Soleil,,Mauritania,N
Aero Soga,,Guinea-Bissau,N
Airspeed Aviation,,Canada,N
Air Service,M3,Macedonia,N
Aeroservicios Ejecutivos Del Pacifico,,Mexico,N
Asian Aerospace Service,,Thailand,N
Airworld,,South Africa,N
Alsaqer Aviation,,Libya,N
Air Safaris and Services,,New Zealand,N
Aero Servicio Corporativo,,Mexico,N
Air Sultan,,Sierra Leone,N
Aero 1 Pro-Jet,,Canada,N
Airquarius Air Charter,,South Africa,N
Aeropac,,United States,N
Air St. Thomas,,United States,N
Aerolineas Del Sureste,,Mexico,N
Aerial Surveys (1980) Limited,,New Zealand,N
Air Slovakia,GM,Slovakia,N
Adler Aviation,,Canada,N
Aircompany Yakutia,R3,Russia,Y
Aerosud Aviation,,South Africa,N
Aeroservicios de La Costa,,Mexico,N
Aeromar,VW,Mexico,Y
Aerotrebol,,Mexico,N
Aero Taxi de Los Cabos,,Mexico,N
Air Turks and Caicos,JY,Turks and Caicos Islands,N
Aerotranscolombina de Carga,,Colombia,N
Air Cargo Express,,United States,N
Atlas Helicopters,,United Kingdom,N
Air Today,,United States,N
Aero Servicios Azteca,,Mexico,N
Arkefly,OR,Netherlands,Y
Antair,,Mexico,N
Atlantique Air Assistance,,France,N
Aero Taxi Autlan,,Mexico,N
Aero Util,,Mexico,N
Aero Toluca Internactional,,Mexico,N
Aero Taxi del Centro de Mexico,,Mexico,N
Aerotropical,,Mexico,N
Air Tomisko,,Serbia,N
Airlines PNG,CG,Papua New Guinea,Y
Aero Tanala,,Mexico,N
Aero Tropical,,Angola,N
Air Cal,TY,France,N
Air Horizon,,Chad,N
Aero Taxi del Potosi,,Mexico,N
Aeroturquesa,,Mexico,N
Airmark Aviation,,United States,N
AirTran Airways,FL,United States,Y
Air Transat,TS,Canada,Y
airtransse,,Japan,N
Aerolineas Turisticas del Caribe,,Mexico,N
Avcenter,,United States,N
Air Tungaru,,Kiribati,N
Avialeasing Aviation Company,EC,Uzbekistan,Y
Aerotaxis del Noroeste,,Mexico,N
Aerotaxis Alfe,,Mexico,N
Aereotaxis,,Mexico,N
Tyrolean Airways,VO,Austria,Y
Aero Tomza,,Mexico,N
Air Zambezi,,Zimbabwe,N
Afra Airlines,,Ghana,N
Aerostar Airlines,,Ukraine,N
Air Division of the Eastern Kazakhstan Region,,Kazakhstan,N
Aero-Charter Ukraine,DW,Ukraine,N
Air LA,,United States,N
Air Ukraine,6U,Ukraine,N
Air Umbria,,Italy,N
Atuneros Unidos de California,,Mexico,N
Aeroclub Flaps,,Spain,N
Aerolineas Galapagos (Aerogal),2K,Ecuador,Y
Air Castle Corporation / Global Airways,,United States,N
Alrosa Mirny Air Enterprise,6R,Russia,Y
Bearing Supplies Limited,,United Kingdom,N
Balkan Agro Aviation,,Bulgaria,N
Bahrain Air BSC (Closed),,Bahrain,N
BAC Leasing Limited,,United Kingdom,N
BAE Systems,,United Kingdom,N
Belgian Air Force,,Belgium,N
Baker Aviation,8Q,United States,N
Blackhawk Airways,,United States,N
Britannia Airways,,United Kingdom,N
Business Air Services,,Canada,N
British Antarctic Survey,,United Kingdom,N
Bradly Air (Charter) Services,,Canada,N
Bissau Airlines,,Guinea-Bissau,N
Bay Aviation Ltd,,Bangladesh,N
British Airways,BA,United Kingdom,Y
Best Aero Handling Ltd,,Russia,N
Bayon Airlines,,Cambodia,N
Bannert Air,,Austria,N
Biman Bangladesh Airlines,BG,Bangladesh,Y
Bluebird Cargo,BF,Iceland,N
Beibars CJSC,,Kazakhstan,N
Bravo Airlines,,Spain,N
Blue Bird Aviation,,Kenya,N
BACH Flugbetriebsges,B4,Austria,N
Blue Islands,,United Kingdom,N
British Caribbean Airways,,United Kingdom,N
British Charter,,United Kingdom,N
BCT Aviation,,United Kingdom,N
Business Aviation Center,,Ukraine,N
Blue Dart Aviation,BZ,India,N
B&H Airlines,JA,Bosnia and Herzegovina,N
Bissau Discovery Flying Club,,Guinea-Bissau,N
Belgian Army,,Belgium,N
Badr Airlines,,Sudan,N
Best Aviation Ltd,,Bangladesh,N
Belgorod Aviation Enterprise,,Russia,N
Bar Harbor Airlines,,United States,N
Balear Express,,Spain,N
Bel Air Helicopters,,Denmark,N
Berkut Air,,Kazakhstan,N
BETA - Brazilian Express Transportes Aereos,,Brazil,N
Basler Flight Service,,United States,N
Bear Flight,,Sweden,N
Buffalo Airways,J4,Canada,N
Bombardier,,Canada,N
Burkina Airlines,,Burkina Faso,N
Business Flight Sweden,,Sweden,N
Bahrain Defence Force,,Bahrain,N
BH Air,,Bulgaria,N
British Gulf International,,S,N
British Gulf International-Fez,,Kyrgyzstan,N
Benin Golf Air,A8,Benin,N
Bugulma Air Enterprise,,Russia,N
Budget Air Bangladesh,,Bangladesh,N
Bergen Air Transport,,Norway,N
Buddha Air,,Nepal,N
Balkh Airlines,,Afghanistan,N
Bristow Helicopters,,United Kingdom,N
Bristow Helicopters Nigeria,,Nigeria,N
Bhoja Airlines,,Pakistan,N
Belair Airlines,4T,Switzerland,Y
Bighorn Airways,,United States,N
Bahamasair,UP,Bahamas,Y
Bright Air,,Netherlands,N
Bringer Air Cargo Taxi Aereo,E6,Brazil,N
Balkan Bulgarian Airlines,LZ,,Y
BA Connect,TH,United Kingdom,N
Bosphorus European Airways,,Turkey,N
Binair,,Germany,N
Big Island Air,,United States,N
British International Helicopters,BS,United Kingdom,Y
Billund Air Center,,Denmark,N
Boise Interagency Fire Center,,United States,N
Bird Leasing,,United States,N
Bizjet Ltd,,United Kingdom,N
Baja Air,,Mexico,N
Baltic Jet Aircompany,,Latvia,N
Business Jet Solutions,,United States,N
Bankair,B4,United States,N
BF-Lento OY,,Finland,Y
Barken International,,United States,N
Bangkok Airways,PG,Thailand,Y
Bukovyna,,Ukraine,N
Blue Bird Aviation,,Sudan,N
Bellesavia,,Belarus,N
Blue Line,,France,N
Blue1,KF,Finland,Y
Belgavia,,Belgium,N
Blue Horizon Travel Club,,United States,N
Blue Jet,,Spain,N
Baltic Airlines,,Russia,Y
Blue Airways,,Armenia,N
Bali International Air Service,,Indonesia,N
Bearskin Lake Air Service,JV,Canada,Y
Baltic Aviation,,United States,N
Bellview Airlines,B3,Nigeria,Y
bmi,BD,United Kingdom,Y
British Medical Charter,,United Kingdom,N
Briggs Marine Environmental Services,,United Kingdom,N
Bristow Masayu Helicopters,,Indonesia,N
bmibaby,WW,United Kingdom,Y
Bemidji Airlines,CH,United States,Y
Bismillah Airlines,5Z,Bangladesh,N
Bowman Aviation,,United States,N
British Midland Regional,,United Kingdom,Y
BMW,,Germany,N
Banco de Mexico,,Mexico,N
Bond Offshore Helicopters,,United Kingdom,N
Benina Air,,Libya,N
BN Group Limited,,United Kingdom,N
Blue Nile Ethiopia Trading,,Ethiopia,N
Bonair Aviation,,Canada,N
Bancstar - Valley National Corporation,,United States,N
Bentiu Air Transport,,Sudan,N
Benane Aviation Corporation,,Mauritania,N
British North West Airlines,,United Kingdom,N
Boniair,,Macedonia,N
Bond Air Services,,Uganda,N
Boeing,,United States,N
Bordaire,,Canada,N
Bookajet Limited,,United Kingdom,N
Bouraq Indonesia Airlines,BO,Indonesia,N
Blue Panorama Airlines,BV,Italy,Y
Berkhut ZK,,Kazakhstan,N
Bundepolizei-Fliegertruppe,,Germany,N
